iter	Logloss
257	0.3729851112
258	0.3728053918
259	0.3726609476
260	0.3723904899
261	0.3720504246
262	0.3717713945
263	0.3715798024
264	0.371492193
265	0.3712055335
266	0.371052517
267	0.3709861241
268	0.3708148913
269	0.3706955642
270	0.3705483769
271	0.3702756046
272	0.3700461656
273	0.3699135941
274	0.3695518408
275	0.3693116435
276	0.3692216766
277	0.3691286237
278	0.369002653
279	0.368928545
280	0.3687765572
281	0.3685054136
282	0.3684788393
283	0.3683541544
284	0.3682638447
285	0.3681500038
286	0.3678824607
287	0.3678007662
288	0.3676732953
289	0.3675301798
290	0.3674590722
291	0.3672580076
292	0.3670643581
293	0.366838048
294	0.36669759
295	0.3664642934
296	0.366224739
297	0.3659366222
298	0.3658717295
299	0.3657656895
300	0.365594671
301	0.3654697718
302	0.3653095545
303	0.3650401255
304	0.3647725823
305	0.3646104791
306	0.3645196122
307	0.3643892267
308	0.3643342779
309	0.364227895
310	0.3640939948
311	0.3640188153
312	0.3639036029
313	0.363727441
314	0.3636252585
315	0.3634138643
316	0.3633529149
317	0.3631959122
318	0.3629945048
319	0.3628814783
320	0.3628413168
321	0.3625987192
322	0.3624966225
323	0.3623893824
324	0.3622490101
325	0.3620543748
326	0.3618308078
327	0.3615593214
328	0.3613251247
329	0.3611555635
330	0.3609367971
331	0.3606498804
332	0.3604695181
333	0.3602841838
334	0.3602436366
335	0.3600670461
336	0.3599169442
337	0.359720723
338	0.3595454184
339	0.3593104716
340	0.3591327453
341	0.359065238
342	0.3589758927
343	0.3587503755
344	0.3586178897
345	0.3584875257
346	0.3583715203
347	0.3581700271
348	0.3580391487
349	0.3580053951
350	0.3578874181
351	0.3576824531
352	0.3572877391
353	0.3571494242
354	0.3569934931
355	0.3568097018
356	0.3566986684
357	0.3565631824
358	0.356436633
359	0.3562301893
360	0.35610454
361	0.3558962318
362	0.3557554095
363	0.3555452368
364	0.3553992925
365	0.3552470689
366	0.3551046393
367	0.3549486653
368	0.3548375248
369	0.354752787
370	0.3543626164
371	0.3542067281
372	0.3539378991
373	0.3538452749
374	0.3537197542
375	0.3535394776
376	0.3533694664
377	0.353306481
378	0.3532713987
379	0.3531414846
380	0.3529459921
381	0.3527897395
382	0.3526690622
383	0.352641545
384	0.3525113738
385	0.3524457953
386	0.3522831349
387	0.3522365441
388	0.3520066336
389	0.3519495846
390	0.351845602
391	0.3516669541
392	0.3515120946
393	0.351269797
394	0.3511035148
395	0.3509979248
396	0.3508254491
397	0.3506607956
398	0.3505831729
399	0.3504584666
400	0.3503604632
401	0.3502855622
402	0.3502106827
403	0.3500679102
404	0.3499979169
405	0.3498774325
406	0.3498343564
407	0.3496971773
408	0.3495615627
409	0.3495084998
410	0.3494157041
411	0.349249379
412	0.3490967911
413	0.3488615015
414	0.3488067027
415	0.3487451961
416	0.3486816321
417	0.3484991695
418	0.3483956583
419	0.3482607295
420	0.3480079522
421	0.347895633
422	0.3478456776
423	0.3475918288
424	0.3474718158
425	0.3472799665
426	0.3470817952
427	0.3469009614
428	0.3467757836
429	0.3463943353
430	0.346326678
431	0.3461231275
432	0.3460692074
433	0.3459026037
434	0.3456507479
435	0.3455810975
436	0.3454936167
437	0.3454119436
438	0.3453919057
439	0.345265935
440	0.345152137
441	0.3450490759
442	0.3449302416
443	0.3448510331
444	0.344720519
445	0.3446014061
446	0.3445103249
447	0.344439903
448	0.3441975197
449	0.3441139821
450	0.3440040417
451	0.3439261404
452	0.3436701271
453	0.3435114743
454	0.3434588614
455	0.3431928828
456	0.3430987583
457	0.3429697015
458	0.3428542748
459	0.3426752412
460	0.3426091912
461	0.3423237318
462	0.3421501631
463	0.3420233994
464	0.3419289107
465	0.3417307393
466	0.3416651179
467	0.3414118477
468	0.3412761474
469	0.3412284637
470	0.3411359894
471	0.3409788582
472	0.3408818406
473	0.3408184694
474	0.3407154726
475	0.340652723
476	0.3405524265
477	0.3403615416
478	0.3402607521
479	0.340087162
480	0.3399690135
481	0.3398795396
482	0.3398017883
483	0.3397936875
484	0.3396947196
485	0.3395924086
486	0.3395858936
487	0.3395089139
488	0.3394491431
489	0.3393973661
490	0.3392455926
491	0.3391851361
492	0.3391064847
493	0.3389434814
494	0.3388852323
495	0.3388366056
496	0.3386700662
497	0.3384913327
498	0.3382977904
499	0.3380954185
500	0.338013724
501	0.3379679691
502	0.337876052
503	0.3377141202
504	0.3375536029
505	0.3374964682
506	0.3373394227
507	0.3371628536
508	0.3369023827
509	0.3368908314
510	0.3368019361
511	0.3367427869
512	0.3365901347
513	0.3364286101
514	0.3362264312
515	0.3361593525
516	0.3360383109
517	0.3360009568
518	0.335918598
519	0.3358416182
520	0.3357421789
521	0.3354642632
522	0.3354167938
523	0.3353251339
524	0.3351791682
525	0.3350809719
526	0.3350280162
527	0.3350129503
528	0.3349142182
529	0.3348755354
530	0.3348575549
531	0.3347648663
532	0.3346800215
533	0.334597384
534	0.3344983947
535	0.334368245
536	0.3342376023
537	0.3340999946
538	0.3339486711
539	0.3338605902
540	0.3337367197
541	0.3336485102
542	0.333587475
543	0.333477406
544	0.3333707231
545	0.3332569037
546	0.3331097806
547	0.332992168
548	0.3328408659
549	0.33261372
550	0.3325751444
551	0.3324041259
552	0.3322900065
553	0.332050002
554	0.3319381114
555	0.331917452
556	0.3318121192
557	0.3315861948
558	0.3315336677
559	0.3314410435
560	0.3313988246
561	0.3312114758
562	0.3311380108
563	0.3310604738
564	0.3309025282
565	0.3307865443
566	0.3306211836
567	0.3305700066
568	0.3304634951
569	0.3303581409
570	0.3302878905
571	0.3301940232
572	0.3301664417
573	0.3300106177
574	0.329982929
575	0.3299383956
576	0.329733945
577	0.3296494216
578	0.3295665269
579	0.3294789389
580	0.329267759
581	0.329142174
582	0.3290776242
583	0.3289816353
584	0.3289370805
585	0.3288169175
586	0.3285555893
587	0.3284408055
588	0.3283063053
589	0.3281820062
590	0.3281356511
591	0.3280358047
592	0.3279763125
593	0.3278936108
594	0.3277271999
595	0.3276756372
596	0.3275211634
597	0.3274135375
598	0.3273582673
599	0.3272827663
600	0.3272638214
601	0.327154781
602	0.3270631854
603	0.3270275887
604	0.3269334429
605	0.326865357
606	0.3268177804
607	0.3267597884
608	0.3267312639
609	0.3265225057
610	0.3264864375
611	0.326398678
612	0.3263138117
613	0.3262901949
614	0.3262014282
615	0.3261467794
616	0.3260126435
617	0.3259360067
618	0.3258076143
619	0.3256285592
620	0.3254661131
621	0.3252726994
622	0.3251246334
623	0.3250386313
624	0.3247303052
625	0.3246288085
626	0.3245033307
627	0.32444431
628	0.3243498641
629	0.3242969299
630	0.3242492033
631	0.3241641012
632	0.3241117027
633	0.3239223395
634	0.3238727484
635	0.3238613472
636	0.3237042159
637	0.3236289292
638	0.3235879534
639	0.3235794882
640	0.3233315543
641	0.3231962183
642	0.3229329184
643	0.3228515025
644	0.3228227422
645	0.3226890135
646	0.3224993074
647	0.3223752654
648	0.3222230204
649	0.3221424831
650	0.3220643461
651	0.321937111
652	0.3219238238
653	0.3218785404
654	0.3217771509
655	0.3216101829
656	0.3215890306
657	0.3213526694
658	0.3212125114
659	0.3210781826
660	0.321010761
661	0.3209323026
662	0.3208277842
663	0.3207687635
664	0.3205592552
665	0.3203675774
666	0.3202538222
667	0.3201936229
668	0.3200751744
669	0.3200130677
670	0.3199083135
671	0.3198122603
672	0.3196465782
673	0.3195757491
674	0.3194791387
675	0.3194338766
676	0.3193689196
677	0.3192153245
678	0.3190764952
679	0.3190011871
680	0.318913149
681	0.3188067018
682	0.3187706765
683	0.3186684298
684	0.3186414054
685	0.3186261895
686	0.3184794094
687	0.3184061372
688	0.3182723656
689	0.3182595499
690	0.3182135807
691	0.3182040011
692	0.3180685365
693	0.3179567744
694	0.3179153485
695	0.3178920103
696	0.3178210741
697	0.3176130231
698	0.3175568313
699	0.3175381007
700	0.3175030826
701	0.3174580349
702	0.31735941
703	0.3173303926
704	0.3172660785
705	0.3170845589
706	0.3170554129
707	0.3169632601
708	0.3168351248
709	0.316687016
710	0.3165113471
711	0.3164601272
712	0.3162797435
713	0.3162082715
714	0.3160347671
715	0.3159504151
716	0.3158173293
717	0.3157834471
718	0.3155872474
719	0.3153542079
720	0.315290944
721	0.3149287192
722	0.3147867396
723	0.3147775457
724	0.3147568863
725	0.3147231327
726	0.3147075524
727	0.3146588186
728	0.3145831676
729	0.3144397521
730	0.3144253934
731	0.314328633
732	0.3142594327
733	0.3141215249
734	0.3139387624
735	0.3138516673
736	0.3137133309
737	0.3135971755
738	0.3133871529
739	0.3131174666
740	0.3130574601
741	0.3130124767
742	0.3129320895
743	0.3128748262
744	0.3126713185
745	0.3125569419
746	0.3121870448
747	0.312077383
748	0.3120037679
749	0.3118564734
750	0.3116361425
751	0.3115442255
752	0.3115150366
753	0.3114600021
754	0.3114070678
755	0.3112741963
756	0.3111620485
757	0.3111272662
758	0.311038478
759	0.3108824826
760	0.310798345
761	0.3107230583
762	0.3106910191
763	0.310506242
764	0.3103082421
765	0.3100520788
766	0.3098214396
767	0.3095267649
768	0.3094523569
769	0.3093296865
770	0.3092282756
771	0.3091599111
772	0.308875459
773	0.3088092804
774	0.308695311
775	0.3085815344
776	0.3085078336
777	0.3083457518
778	0.3080581494
779	0.3080369328
780	0.3080038864
781	0.3079365077
782	0.3078521557
783	0.3077564668
784	0.3077480016
785	0.3077000822
786	0.3076636282
787	0.3075788476
788	0.3073937491
789	0.3072207162
790	0.3070854873
791	0.3069925415
792	0.3068804794
793	0.3066673922
794	0.3066278522
795	0.3065327634
796	0.3064584411
797	0.3064252875
798	0.3063639309
799	0.3061808897
800	0.3060324165
801	0.3059881403
802	0.3058803001
803	0.3058135215
804	0.3057430782
805	0.3054175645
806	0.3052417026
807	0.3048548323
808	0.3047832532
809	0.3045178531
810	0.3043988689
811	0.304321932
812	0.3040215139
813	0.3039710227
814	0.3037738586
815	0.3037026223
816	0.3036947572
817	0.3036554101
818	0.3034076262
819	0.3032400153
820	0.3029167947
821	0.3026799834
822	0.3026070756
823	0.3025979031
824	0.3025330533
825	0.3025107652
826	0.3024259846
827	0.3022445936
828	0.3021966313
829	0.3020809045
830	0.3020276273
831	0.301963849
832	0.3018443075
833	0.3017773146
834	0.3017095287
835	0.3015513688
836	0.3015051852
837	0.3013253373
838	0.3012654165
839	0.3011041706
840	0.3010941838
841	0.3009196292
842	0.3008621944
843	0.3006516789
844	0.3004827178
845	0.3001733416
846	0.2999675836
847	0.2998971403
848	0.2997020764
849	0.2996471919
850	0.2995968937
851	0.2992369191
852	0.2991328293
853	0.2990678509
854	0.2989662899
855	0.2988883886
856	0.2987577888
857	0.2986645431
858	0.2984018004
859	0.2983220561
860	0.2981524092
861	0.297976676
862	0.2979171839
863	0.2977991854
864	0.2975309993
865	0.2973736967
866	0.297286623
867	0.2972254378
868	0.2971152188
869	0.2970205371
870	0.2969810829
871	0.2968140077
872	0.2967092107
873	0.2964050636
874	0.296215486
875	0.2961843041
876	0.2959576725
877	0.2958882364
878	0.2956923153
879	0.2955759456
880	0.2954700556
881	0.2953781385
882	0.2951125241
883	0.295043731
884	0.2947113809
885	0.2945911107
886	0.2945666367
887	0.2944442235
888	0.294365915
889	0.2940976647
890	0.2939130805
891	0.2938619035
892	0.29368362
893	0.2935529987
894	0.2934294283
895	0.2932420581
896	0.2929120867
897	0.2928238772
898	0.2927383251
899	0.2925707571
900	0.2925475688
901	0.2924033176
902	0.29227979
903	0.291940089
904	0.2918995418
905	0.2917820363
906	0.2916640378
907	0.2915668059
908	0.2913760067
909	0.2913154859
910	0.2912485358
911	0.2910205541
912	0.2908728525
913	0.2908402775
914	0.2906247471
915	0.2905242148
916	0.2902988048
917	0.2902617294
918	0.2900589075
919	0.2898831314
920	0.2897884926
921	0.2897402731
922	0.2897101413
923	0.2896244178
924	0.2894118234
925	0.2893036189
926	0.2892113803
927	0.2891830059
928	0.2890921175
929	0.2890537133
930	0.2887307285
931	0.2884521699
932	0.2883526234
933	0.2881172266
934	0.2880832372
935	0.2878950741
936	0.2878183944
937	0.2877607453
938	0.2876731787
939	0.2876239519
940	0.2875750038
941	0.2873287844
942	0.2872624129
943	0.2872111288
944	0.2869392566
945	0.2866338237
946	0.2864898082
947	0.2864514469
948	0.2862849718
949	0.2862068133
950	0.2860563685
951	0.2859944547
952	0.2858168356
953	0.2856543037
954	0.2854768989
955	0.2854218215
956	0.2853073806
957	0.2852978867
958	0.2852483171
959	0.284958893
960	0.28491781
961	0.2848709835
962	0.2847974113
963	0.2846625039
964	0.2846326935
965	0.2844577104
966	0.2841592424
967	0.2839851379
968	0.2837860879
969	0.2836878273
970	0.2836429725
971	0.2834711182
972	0.2834427651
973	0.2833951243
974	0.2832515374
975	0.2830011175
976	0.2829925451
977	0.2828017246
978	0.2826881837
979	0.2826286916
980	0.282557884
981	0.282453687
982	0.2822411784
983	0.2821764785
984	0.2820903907
985	0.2820621233
986	0.2818376348
987	0.2816160181
988	0.2814715096
989	0.2814110317
990	0.2813534254
991	0.2812687306
992	0.2810335909
993	0.2809494104
994	0.2808875823
995	0.2807491174
996	0.280575913
997	0.2805453526
998	0.2805115775
999	0.2804595862
